Concert,Date,Venue,Location,Index
"Sweden Rock Festival 2010",2010-06-12 00:00:00.000,"Sweden Rock Festival Grounds","Sölvesborg, Blekinge, Sweden",394
"Sweden Rock Festival 2010",2010-06-09 00:00:00.000,"Sweden Rock Festival Grounds","Sölvesborg, Blekinge, Sweden",394
"Sweden Rock Festival 2010",2010-06-12 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",393
"Sweden Rock Festival 2010",2010-06-09 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",393
"Sweden Rock Festival",2010-06-10 00:00:00.000,"Sweden Rock Festival Grounds","Solvesborg, Sweden",392
"Metaltown Festival 2010",2010-06-19 00:00:00.000,"Metaltown Festival 2010","Gothenburg, Västra Götaland, Sweden",391
"Metaltown Festival 2010",2010-06-18 00:00:00.000,"Metaltown Festival 2010","Gothenburg, Västra Götaland, Sweden",391
"Hellfest 2010",2010-06-20 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",390
"Hellfest 2010",2010-06-18 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",390
"Gods Of Metal",2010-06-27 00:00:00.000,"Parco della Certosa Reale","Turin, Piedmont, Italy",383
"Norway Rock Festival 2010",2010-07-11 00:00:00.000,"Øyesletta, Kvinesdal","Kvinesdal, Norway",381
"Norway Rock Festival 2010",2010-07-07 00:00:00.000,"Øyesletta, Kvinesdal","Kvinesdal, Norway",381
"Norway Rock Festival 2010",2010-07-11 00:00:00.000,"Norway Rock Festival","Kvinesdal, Norway",380
"Norway Rock Festival 2010",2010-07-07 00:00:00.000,"Norway Rock Festival","Kvinesdal, Norway",380
"Metalcamp Festival",2010-07-09 00:00:00.000,"Metalcamp Festival Grounds","Tolmin, Tolmin, Slovenia",379
"Bang Your Head 2010",2010-07-16 00:00:00.000,"Messegelande","Balingen, Germany",375
"Bang Your Head 2010",2010-07-17 00:00:00.000,"Messegelande","Balingen, Germany",375
"Sonisphere 2010",2010-07-30 00:00:00.000,"","Knebworth, England, United Kingdom",373
"Sonisphere 2010",2010-08-01 00:00:00.000,"","Knebworth, England, United Kingdom",373
"Sonisphere 2010",2010-07-30 00:00:00.000,"","Knebworth, England, United Kingdom",372
"Sonisphere 2010",2010-08-01 00:00:00.000,"","Knebworth, England, United Kingdom",372
"Sonisphere 2010",2010-08-01 00:00:00.000,"Unknown venue","Milton Keynes, England, United Kingdom",371
"Sonisphere 2010",2010-07-30 00:00:00.000,"Unknown venue","Milton Keynes, England, United Kingdom",371
"Sonisphere 2010",2010-08-01 00:00:00.000,"Sonisphere 2010","Knebworth, England, United Kingdom",370
"Sonisphere 2010",2010-07-30 00:00:00.000,"Sonisphere 2010","Knebworth, England, United Kingdom",370
"Sonisphere Festival 2010",2010-08-01 00:00:00.000,"Knebworth Park","Knebworth, England, United Kingdom",369
"Sonisphere Festival 2010",2010-07-30 00:00:00.000,"Knebworth Park","Knebworth, England, United Kingdom",369
"Sonisphere Festival 2010",2010-08-01 00:00:00.000,"Knebworth House","Knebworth, England, United Kingdom",368
"Sonisphere Festival 2010",2010-07-30 00:00:00.000,"Knebworth House","Knebworth, England, United Kingdom",368
"Sonisphere Festival 2010 Saturday",2010-07-31 00:00:00.000,"Sonisphere Festival","Knebworth, England, United Kingdom",367
"Sabaton / RUST",2010-08-28 00:00:00.000,"Tepee Rock Club","Limassol, Cyprus",365
"Dragonforce / Sabaton",2009-12-10 00:00:00.000,"The Engine Shed","Lincoln, United Kingdom",364
"Dragonforce / Sabaton",2009-12-11 00:00:00.000,"Manchester Academy","Manchester, England, United Kingdom",363
"Dragonforce / Sabaton",2009-12-12 00:00:00.000,"O2 Academy Liverpool","Liverpool, England, United Kingdom",362
"Sabaton / Malefice / Panic Cell / My Toy Box",2009-12-13 00:00:00.000,"The Garage","London, England, United Kingdom",361
"Hammerfest 2010",2010-03-13 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Liverpool, England, United Kingdom",358
"Hammerfest 2010",2010-03-12 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Liverpool, England, United Kingdom",358
"Rock Hard Festival",2010-05-21 00:00:00.000,"Amphitheater Gelsenkirchen","Gelsenkirchen, North Rhine-Westphalia, Germany",348
"Sabaton / Hammerfall / Dope Stars Inc.",2010-05-22 00:00:00.000,"Metalfest","Budapest, Budapest, Hungary",347
"Sabaton Open Air!",2010-05-29 00:00:00.000,"Lugnet","Falun, Dalarna, Sweden",345
"ProgPower USA X",2009-09-11 00:00:00.000,"Center Stage Theater","Atlanta, Georgia, United States",344
"ProgPower USA X",2009-09-12 00:00:00.000,"Center Stage Theater","Atlanta, Georgia, United States",344
"Rage / Sabaton",2009-10-17 00:00:00.000,"Hristo Botev Hall","Sofia, Sofia-Capital, Bulgaria",340
"Dragonforce / Sabaton",2009-11-19 00:00:00.000,"Leas Cliff Hall","Folkestone, England, United Kingdom",339
"Dragonforce / Sabaton",2009-11-20 00:00:00.000,"The Hexagon","Reading, England, United Kingdom",338
"Dragonforce / Sabaton",2009-11-21 00:00:00.000,"Cliffs Pavilion","Southend-on-Sea, England, United Kingdom",337
"Dragonforce / Sabaton",2009-11-23 00:00:00.000,"O2 Guildhall Southampton","Southampton, England, United Kingdom",336
"Dragonforce / Sabaton",2009-11-24 00:00:00.000,"Hall For Cornwall","Truro, United Kingdom",335
"Dragonforce / Sabaton",2009-11-25 00:00:00.000,"Bristol University","Bristol, England, United Kingdom",334
"Dragonforce / Sabaton",2009-11-26 00:00:00.000,"Wulfrun Hall","Wolverhampton, England, United Kingdom",333
"Dragonforce / Sabaton",2009-11-28 00:00:00.000,"53 Degrees","Preston, England, United Kingdom",332
"Dragonforce / Sabaton",2009-11-29 00:00:00.000,"St. George's Concert Hall","Bradford, England, United Kingdom",331
"Dragonforce / Sabaton / Glamour Of The Kill / Sylosis",2009-11-29 00:00:00.000,"St Georges Hall, Bradford","Bradford, England, United Kingdom",330
"Dragonforce / Sabaton",2009-11-30 00:00:00.000,"O2 Academy Sheffield","Sheffield, England, United Kingdom",329
"Dragonforce / Sabaton / Sylosis / Glamour Of The Kill",2009-12-01 00:00:00.000,"Victoria Hall","Stoke-on-Trent, England, United Kingdom",328
"Dragonforce / Sabaton",2009-12-03 00:00:00.000,"Barrowland Ballroom","Glasgow, Scotland, United Kingdom",327
"Dragonforce / Sabaton",2009-12-04 00:00:00.000,"Ironworks","Inverness, United Kingdom",326
"Dragonforce / Sabaton",2009-12-05 00:00:00.000,"Fat Sams Nightclub","Dundee, Scotland, United Kingdom",325
"Dragonforce / Sabaton",2009-12-07 00:00:00.000,"The Empire","Middlesbrough, England, United Kingdom",324
"Dragonforce / Sabaton",2009-12-08 00:00:00.000,"Cambridge Corn Exchange","Cambridge, England, United Kingdom",323
"Metal Dayz",2009-05-23 00:00:00.000,"Z7","Pratteln, Basel-Landschaft, Switzerland",321
"Exit Festival 2009",2009-07-12 00:00:00.000,"Petrovaradin Fortress","Novi Sad, Vojvodina, Serbia",316
"Exit Festival 2009",2009-07-09 00:00:00.000,"Petrovaradin Fortress","Novi Sad, Vojvodina, Serbia",316
"Sabaton / Wolf / HEAT",2009-08-01 00:00:00.000,"Folkets Park","Hunnebostrand, Sweden",313
"Summer Breeze",2009-08-15 00:00:00.000,"Flugplatz","Dinkelsbühl, Bavaria, Germany",312
"Summer Breeze",2009-08-13 00:00:00.000,"Flugplatz","Dinkelsbühl, Bavaria, Germany",312
"Summer Breeze Open Air 2009",2009-08-13 00:00:00.000,"Flugplatz des Aeroclubs Dinkelsbühl","91550 Dinkelsbühl, Germany",311
"Summer Breeze Open Air 2009",2009-08-15 00:00:00.000,"Flugplatz des Aeroclubs Dinkelsbühl","91550 Dinkelsbühl, Germany",311
"Bloodstock Open Air 2009",2009-08-16 00:00:00.000,"Catton Hall","Walton-on-Trent, England, United Kingdom",310
"Bloodstock Open Air 2009",2009-08-14 00:00:00.000,"Catton Hall","Walton-on-Trent, England, United Kingdom",310
"Bloodstock Festival 2009",2009-08-16 00:00:00.000,"Catton Hall Park","Catton Park, Walton on Trent, Derbyshire, UK",309
"Bloodstock Festival 2009",2009-08-14 00:00:00.000,"Catton Hall Park","Catton Park, Walton on Trent, Derbyshire, UK",309
"Bloodstock 2009",2009-08-14 00:00:00.000,"Catton Hall","Derby, England, United Kingdom",308
"Bloodstock Open Air Festival",2009-08-16 00:00:00.000,"Catton Park","Walton-on-Trent, England, United Kingdom",307
"Rock Area Festival 2009",2009-08-22 00:00:00.000,"Rock Area Festival 2009","Loreley, Germany",306
"Rock Area Festival 2009",2009-08-20 00:00:00.000,"Rock Area Festival 2009","Loreley, Germany",306
"Stratovarius / Sabaton",2009-08-31 00:00:00.000,"Bemowo Airport","Warsaw, Mazovia, Poland",304
"Stratovarius / Sabaton",2009-09-01 00:00:00.000,"Astoria Hall","Bydgoszcz, Kujawsko-Pomorskie, Poland",303
"Sabaton / Snake Eyes / Top Secret / Forteca / Vena Valley / Qklok",2009-09-04 00:00:00.000,"Ośrodek Sportowy Siemion","Siemianowice Slaskie, Poland",301
"Hammerfall / Sabaton / Bullet",2009-03-28 00:00:00.000,"Rockefeller","Oslo, Oslo, Norway",296
"Hammerfall / Sabaton / Bloodbound",2009-04-10 00:00:00.000,"Universiada Hall","Sofia, Sofia-Capital, Bulgaria",289
"Hammerfall / Hesus Attor / Sabaton / Bloodbound / Consecration",2009-04-11 00:00:00.000,"Studentski Kulturni Centar","Belgrade, Central Serbia, Serbia",288
"Hammerfall / Sabaton / Bloodbound",2009-04-12 00:00:00.000,"Petőfi Csarnok","Budapest, Budapest, Hungary",287
"Hammerfall / Sabaton / Bloodbound",2009-04-15 00:00:00.000,"Folimanka","Prague, Hlavní město Praha, Czechia",285
"Hammerfall / Sabaton / Bloodbound",2009-04-17 00:00:00.000,"Park Kultúry a Oddychu (PKO)","Bratislava, Bratislava, Slovak Republic",284
"Hammerfall / Sabaton / Wolf",2009-05-09 00:00:00.000,"CONVENTUM ARENA","Örebro, Örebro, Sweden",280
"Hammerfall / Sabaton / Bullet",2009-02-28 00:00:00.000,"Hof Ter Lo","Antwerp, Flanders, Belgium",278
"Sabaton / Hammerfall / Bullet",2009-03-01 00:00:00.000,"O2 Academy Islington","London, England, United Kingdom",277
"Hammerfall / Sabaton / Bullet",2009-03-06 00:00:00.000,"Sala Groove","Pinto, Madrid, Spain",274
"Hammerfall / Sabaton / Bullet",2009-03-10 00:00:00.000,"Rolling Stone","Milan, Lombardy, Italy",271
"Hammerfall / Sabaton / Bullet",2009-03-20 00:00:00.000,"Jako Arena","Bamberg, Bavaria, Germany",263
"Sabaton / Grailknights",2008-11-08 00:00:00.000,"Oesterhalle","Plettenberg, Germany",258
"Sabaton / Grailknights",2008-11-09 00:00:00.000,"Matrix","Bochum, North Rhine-Westphalia, Germany",257
"Sabaton / Proletaryat",2008-11-11 00:00:00.000,"Centrum Stocznia Gdańska","Gdańsk, Pomerania, Poland",256
"Sabaton / HEAT",2008-11-14 00:00:00.000,"B&B","Halmstad, Sweden",255
"Sabaton / HEAT",2008-11-15 00:00:00.000,"Club 700, Conventum","Örebro, Örebro, Sweden",254
"Sabaton / Asgard",2008-11-20 00:00:00.000,"GIII","Östersund, Sweden",253
"Sabaton / Asgard",2008-11-21 00:00:00.000,"Scharinska Villan","Umeå, Sweden",252
"Sabaton / Asgard",2008-11-22 00:00:00.000,"Pipeline","Sundsvall, Sweden",251
"Sabaton / Asgard",2008-11-23 00:00:00.000,"Musikhuset","Örnsköldsvik, Sweden",250
"Sabaton / Sonic Syndicate",2008-11-28 00:00:00.000,"Club Ron","Ronneby, Sweden",249
"Sabaton / Sonic Syndicate",2008-11-29 00:00:00.000,"Garden","Linköping, Östergötland, Sweden",248
"Sabaton / Thunderbolt / Fourever",2008-12-06 00:00:00.000,"Ritz","Arvika, Värmland, Sweden",246
"Sabaton / Marauder / Xpiral",2009-01-09 00:00:00.000,"Texas Necropolis Club / Sin City / 7 Sins","Athens, Attica, Greece",244
"Sabaton / Ajattara / Soulcage",2009-02-14 00:00:00.000,"Tavastia Klubi","Helsinki, Uusimaa, Finland",241
"Hammerfall / Sabaton / Bullet",2009-02-27 00:00:00.000,"Poppodium 013","Tilburg, North Brabant, Netherlands",239
"Sabaton / HEAT",2008-10-03 00:00:00.000,"Palace","Kalmar, Sweden",238
"Sabaton / HEAT",2008-10-04 00:00:00.000,"Fryshuset","Stockholm, Stockholm, Sweden",237
"Sabaton / Grailknights",2008-10-17 00:00:00.000,"Folkets Park","Huskvarna, Sweden",236
"Sabaton / Grailknights",2008-10-18 00:00:00.000,"Rock","Copenhagen, Capital Region, Denmark",235
"Sabaton / Grailknights",2008-10-19 00:00:00.000,"Ballroom","Hamburg, Hamburg, Germany",234
"Sabaton / Grailknights",2008-10-21 00:00:00.000,"Bastard Club - Old Location","Osnabrück, Lower Saxony, Germany",233
"Sabaton / Grailknights / Conquest / Privateer",2008-10-23 00:00:00.000,"Progresja","Warsaw, Mazovia, Poland",232
"Sabaton / Grailknights / Conquest",2008-10-24 00:00:00.000,"Klub Studio","Kraków, Lesser Poland, Poland",231
"Sabaton / Grailknights",2008-10-26 00:00:00.000,"KD Šeříkovká","Pilsen, Czech Republic",229
"Sabaton / Grailknights",2008-10-28 00:00:00.000,"Viper Room","Vienna, Vienna, Austria",228
"Sabaton / Grailknights",2008-10-29 00:00:00.000,"Rockfabrik","Ludwigsburg, Baden-Württemberg, Germany",227
"Sabaton / Grailknights",2008-10-30 00:00:00.000,"Rock City","Uster, Switzerland",226
"Sabaton / Grailknights",2008-10-31 00:00:00.000,"Die Halle","Frankfurt am Main, Hesse, Germany",225
"Sabaton / Grailknights",2008-11-01 00:00:00.000,"Hof Ter Lo","Antwerp, Flanders, Belgium",224
"Sabaton / Grailknights",2008-11-02 00:00:00.000,"Doornroosje","Nijmegen, Gelderland, Netherlands",223
"Sabaton / Concept of Time / Grailknights",2008-11-04 00:00:00.000,"Ivory Blacks","Glasgow, Scotland, United Kingdom",222
"Sabaton / Grailknights / INTENSE",2008-11-05 00:00:00.000,"Purple Turtle","London, England, United Kingdom",221
"Sabaton / Grailknights",2008-11-06 00:00:00.000,"Die Werkstatt","Cologne, North Rhine-Westphalia, Germany",220
"Sabaton / Grailknights",2008-11-07 00:00:00.000,"De Kade","Zaandam, North Holland, Netherlands",219
"Avantasia / Apocalyptica / Within Temptation / Def Leppard / Sonata Arctica / Ministry / Amon Amarth / Moonspell / Tristania / Oomph! / Sirenia / My Dying Bride / Korpiklaani / Annihilator / Haggard / Die Apokalyptischen Reiter / Volbeat / Brainst...",2008-07-10 00:00:00.000,"Jelinek Distillery Area / Areál Likérky Jelínek","Vizovice, Zlín, Czechia",214
"Sabaton / Def Leppard / Avantasia",2008-07-11 00:00:00.000,"Masters Of Rock","Vizovice, Zlín, Czechia",213
"Masters Of Rock Festival",2008-07-11 00:00:00.000,"R. Jelinek Distillery","Vizovice, Zlín, Czechia",212
"Sabaton / Sahara Hotnights",2008-07-12 00:00:00.000,"Tivolirock","Kristianstad, Sweden",211
"Wacken 2008",2008-08-02 00:00:00.000,"Wacken","Wacken, Schleswig-Holstein, Germany",208
"Wacken 2008",2008-07-30 00:00:00.000,"Wacken","Wacken, Schleswig-Holstein, Germany",208
"Wacken Open Air 2008",2008-08-02 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",207
"Wacken Open Air 2008",2008-07-31 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",207
"Wacken Open Air 2008",2008-07-31 00:00:00.000,"Wacken Open Air 2008","Wacken, Schleswig-Holstein, Germany",206
"Wacken Open Air 2008",2008-08-02 00:00:00.000,"Wacken Open Air 2008","Wacken, Schleswig-Holstein, Germany",206
"Wacken Open Air 2008",2008-08-02 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",205
"Wacken Open Air 2008",2008-07-31 00:00:00.000,"Wacken Open Air","Wacken, Schleswig-Holstein, Germany",205
"Sziget Festival 2008",2008-08-18 00:00:00.000,"Sziget Festival 2008","Budapest, Budapest, Hungary",201
"Sziget Festival 2008",2008-08-12 00:00:00.000,"Sziget Festival 2008","Budapest, Budapest, Hungary",201
"Sziget Festival 2008",2008-08-18 00:00:00.000,"Óbudai-sziget (Óbuda Island)","Budapest, Budapest, Hungary",200
"Sziget Festival 2008",2008-08-12 00:00:00.000,"Óbudai-sziget (Óbuda Island)","Budapest, Budapest, Hungary",200
"Sziget Festival",2008-08-14 00:00:00.000,"Óbudai-sziget (Óbuda Island)","Budapest, Budapest, Hungary",199
"Sabaton / Backyard Babies / Takida / Dia Psalma",2008-08-30 00:00:00.000,"Rejmyre Skola","Rejmyre, Sweden",197
"Sabaton / HEAT",2008-10-01 00:00:00.000,"Trädgårn","Gothenburg, Västra Götaland, Sweden",193
"H.E.A.T. / Sabaton",2008-10-02 00:00:00.000,"Kulturbolaget","Malmo, Sweden",192
"Sabaton / Helloween / Gamma Ray",2007-12-14 00:00:00.000,"Hala TJ Lokomotiva Plzeň","Pilsen, Czech Republic",186
"Helloween / Gamma Ray / Sabaton",2007-12-15 00:00:00.000,"Hala Novesta","Zlín, Czech Republic",185
"Sabaton / Helloween / Gamma Ray",2007-12-16 00:00:00.000,"ČEZ Arena","Pardubice, Czech Republic",184
"Enslaved / Fucked Up / Videohippos / Sabaton / 1349 / Avatar / Goat the Head / The Raveonettes / Jay Reatard / Howlin Rain / Dark Meat / Ponytail / O'Death / Ecstatic Sunshine / Mouser / Parts and Labor / YACHT / Meneguar / Clockcleaner / Fiasco /...",2008-03-14 00:00:00.000,"Ms. Bea's","Austin, Texas, United States",183
"Sabaton / Brainstorm",2008-03-22 00:00:00.000,"Avalon","Budapest, Budapest, Hungary",181
"Sweden Rock Festival 2008",2008-06-07 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",177
"Sweden Rock Festival 2008",2008-06-04 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",177
"Sweden Rock Festival 2008",2008-06-07 00:00:00.000,"Norje Havsbad","Sölvesborg, Blekinge, Sweden",176
"Sweden Rock Festival 2008",2008-06-04 00:00:00.000,"Norje Havsbad","Sölvesborg, Blekinge, Sweden",176
"Sabaton / Bloodbound",2008-06-21 00:00:00.000,"Helter Skelter Open Air","Peine, Germany",172
"Metaltown",2008-06-28 00:00:00.000,"Frihamnspiren","Gothenburg, Västra Götaland, Sweden",170
"Metaltown",2008-06-27 00:00:00.000,"Frihamnspiren","Gothenburg, Västra Götaland, Sweden",170
"Sabaton / Thunderbolt",2007-05-30 00:00:00.000,"Rockfabrik","Ludwigsburg, Baden-Württemberg, Germany",166
"Sabaton / Thunderbolt / Elvenpath",2007-05-31 00:00:00.000,"Die Halle","Frankfurt am Main, Hesse, Germany",165
"Sabaton / Thunderbolt / Non-devine",2007-06-02 00:00:00.000,"Staddjik","Nijmegen, Gelderland, Netherlands",164
"Sabaton / Thunderbolt / Custard",2007-06-03 00:00:00.000,"Parkhaus","Duisburg, North Rhine-Westphalia, Germany",163
"Korpiklaani / Heaven & Hell / Sabaton / Sonata Arctica",2007-06-07 00:00:00.000,"Sauna Open Air Festival Grounds","Tampere, Pirkanmaa, Finland",162
"Sabaton / Sonata Arctica",2007-06-09 00:00:00.000,"Sauna Open Air Festival Grounds","Tampere, Pirkanmaa, Finland",161
"Hultsfredsfestivalen 2007",2007-06-16 00:00:00.000,"Hultsfreds Hembygdspark","Hultsfred, Kalmar, Sweden",160
"Hultsfredsfestivalen 2007",2007-06-14 00:00:00.000,"Hultsfreds Hembygdspark","Hultsfred, Kalmar, Sweden",160
"Peace & Love Festival 2007",2007-06-30 00:00:00.000,"","Borlänge, Sweden",154
"Peace & Love Festival 2007",2007-06-26 00:00:00.000,"","Borlänge, Sweden",154
"Kvinesdal Rock Festival 2007",2007-07-14 00:00:00.000,"Øyesletta, Kvinesdal","Kvinesdal, Norway",149
"Kvinesdal Rock Festival 2007",2007-07-12 00:00:00.000,"Øyesletta, Kvinesdal","Kvinesdal, Norway",149
"Masters of Rock 2007",2007-07-12 00:00:00.000,"Jelinek Distillery Area / Areál Likérky Jelínek","Vizovice, Zlín, Czechia",148
"Axxis / Sabaton",2007-07-15 00:00:00.000,"Masters Of Rock","Vizovice, Zlín, Czechia",146
"Sabaton / of Montreal / Buck 65",2007-07-27 00:00:00.000,"Storsjöyran","Östersund, Sweden",143
"Therion / Grave Digger / Sabaton",2007-02-16 00:00:00.000,"Poppodium 013","Tilburg, North Brabant, Netherlands",141
"Sabaton / Therion / Grave Digger",2007-02-17 00:00:00.000,"De Oosterpoort","Groningen, Groningen, Netherlands",140
"Sabaton / Therion / Grave Digger",2007-02-18 00:00:00.000,"Markthalle","Hamburg, Hamburg, Germany",139
"Sabaton / Thunderbolt / Privateer",2007-05-06 00:00:00.000,"Loch Ness","Kraków, Lesser Poland, Poland",138
"Sabaton / Thunderbolt / Privateer / At The Lake",2007-05-07 00:00:00.000,"Progresja","Warsaw, Mazovia, Poland",137
"Sabaton / Thunderbolt",2007-05-11 00:00:00.000,"Sala Jam","Bergara, Basque Country, Spain",136
"Sabaton / Thunderbolt",2007-05-12 00:00:00.000,"Sala Live","Madrid, Madrid, Spain",135
"Sabaton / Thunderbolt",2007-05-13 00:00:00.000,"Razzmatazz 3","Barcelona, Catalonia, Spain",134
"Sabaton / Thunderbolt / Destruction",2007-05-14 00:00:00.000,"Havana Cafe","Toulouse, Occitanie, France",133
"Sabaton / Thunderbolt",2007-05-15 00:00:00.000,"BCS Café","Poitiers, France",132
"Sabaton / Thunderbolt",2007-05-16 00:00:00.000,"La Scène Bastille","Paris, Île-de-France, France",131
